dance_style,dance_type,search_query,video_id,video_url,title,description,channel,published_at,view_count,like_count,comment_count,duration,num_comments_retrieved,comment_sentiment,comment_sentiment_avg_compound,comment_sentiment_comment_count
Duranguense,Latin dance,Latin dance Duranguense tutorial,3UXtxn8B2OU,https://www.youtube.com/watch?v=3UXtxn8B2OU,COMO SOLTAR EL CUERPO PARA BAILAR 🔥💃 | LOS SECRETOS,COMO SOLTAR EL CUERPO PASO A PASO PARA BAILAR ✓ Clases de Cumbia Salsa y Bachata desde Cero en: ...,Baila Facilito,2021-06-27T00:30:01Z,2298908,65030,1451,PT15M28S,10,positive,1.0,10.0
East Coast Swing,Swing dance,Swing dance East Coast Swing tutorial,4veppv9jBXc,https://www.youtube.com/watch?v=4veppv9jBXc,East Coast Swing Basic Steps - A Beginners Guide to East Coast Swing!,Learn the East Coast Swing Dance Basics Steps! You'll learn how to east coast swing dance as you learn the swing dance for ...,Social Dance Online,2021-06-01T14:39:18Z,164294,1661,37,PT16M27S,10,positive,0.8,30.0
Ecstatic dance,Free and improvised dance,Free and improvised dance Ecstatic dance tutorial,8ypwqK26eRs,https://www.youtube.com/watch?v=8ypwqK26eRs,Discover Ecstatic Dance: A Basic Guide,"In this video, I want to share with you a basic and complete guide to Ecstatic Dance. You will learn what Ecstatic Dance is and how ...",Daniella Lopes,2023-04-08T14:20:00Z,80685,2575,149,PT11M43S,10,positive,1.0,10.0
Electric Boogaloo,Disco Soul dance,Disco Soul dance Electric Boogaloo tutorial,dA44IrpwBr8,https://www.youtube.com/watch?v=dA44IrpwBr8,Soul Street - ELECTRIC BOOGALOOS,Soul Street@仙台 - ELECTRIC BOOGALOOS.,Kosuke Sasaki,2022-04-08T14:08:48Z,1304,36,3,PT11M37S,1,positive,1.0,1.0
Electric Boogaloo,Street dance / Electronic dance,Street dance / Electronic dance Electric Boogaloo tutorial,F4kRAdr90hI,https://www.youtube.com/watch?v=F4kRAdr90hI,NO SPECIAL FX MR. STEEN POPPIN JOHN,,Talha Saleem,2014-03-23T14:11:14Z,64,0,0,PT4M19S,0,,0.0,
Electro dance,Street dance,Street dance Electro dance tutorial,F9wrAAAcQL4,https://www.youtube.com/watch?v=F9wrAAAcQL4,Shuffling for Beginners: Your First 5 Moves to Master,The Shuffle Vault Learn from over 100 shuffling tutorials and classes from world-class teachers! https://www.theshufflevault.com/ ...,Emylee x The Shuffle Vault,2024-11-15T16:00:26Z,704509,14257,347,PT13M11S,10,positive,0.7,10.0
Fire dance,Other,Other Fire dance tutorial,oS7eTbgaG74,https://www.youtube.com/watch?v=oS7eTbgaG74,How to: Fire Dance (Ailao Afi),Ever wanted to Ailao afi like the pros? Well look no further! The Ailao was originally used by warriors to show off their skill with the ...,TheCoconetTV,2015-02-11T21:05:49Z,84228,1794,45,PT4M22S,10,positive,0.9,10.0
Flamenco,Other,Other Flamenco tutorial,_0j8TObZbbE,https://www.youtube.com/watch?v=_0j8TObZbbE,EliteGuitarist.com - Solea for Beginners Flamenco Guitar Lesson - Ricardo Marlow 1/7,flamencoguitar #flamencolessons #eliteguitarist See the rest of Solea tutorials at ...,Elite Guitarist,2019-10-04T07:05:32Z,137001,2931,76,PT6M42S,10,positive,0.6,10.0
Footwork,Street dance,Street dance Footwork tutorial,TPClzeTAMhI,https://www.youtube.com/watch?v=TPClzeTAMhI,Dancing With Your Feet (Improve Your Footwork!) | STEEZY.CO,Footwork specialist Charlie Dando gives you 5 useful tips (plus 1 bonus tip) for fixing your footwork! Want even MORE guidance?,STEEZY,2021-06-30T15:00:14Z,300206,22525,185,PT5M31S,10,positive,0.9,10.0
Forró,Latin dance,Latin dance Forró tutorial,vudZL4_uqLo,https://www.youtube.com/watch?v=vudZL4_uqLo,How to dance Forró - Basic Steps,"In this video, I show you 3 basic steps of Forró Forró is a brazilian partner dance, easy and super fun. DON'T FORGET TO ...",MrHelioFaria - dancefunfitness,2019-12-28T23:06:12Z,238202,2921,47,PT5M23S,10,positive,1.0,10.0
Frug,Novelty and fad dances,Novelty and fad dances Frug tutorial,HS6JX-B1Rpw,https://www.youtube.com/watch?v=HS6JX-B1Rpw,2018 | 1970s Dance | Hollywood Hotshots,"TuTu Dance presents Lipstick, Shoes & Fancy Moves 2018, An Evening of Americana & Dance at the Armstrong Theatre, ...",TuTu Dance,2019-08-13T10:19:47Z,1896508,17898,80,PT6M10S,10,positive,1.0,10.0
Gangsta Walking,Street dance / Electronic dance,Street dance / Electronic dance Gangsta Walking tutorial,M08Hkmv8Uyw,https://www.youtube.com/watch?v=M08Hkmv8Uyw,How to C-Walk/B-Walk Hiphop Choreo - by Patty Moves 🔥🕺🏽 #walk #bwalk #cwalk #tutorial #dance,"In this video I mixed some C-Walk with some B-Walk moves in a short choreo, for some moves combinations. I hope that you are ...",Patty Moves,2022-10-23T17:30:03Z,3287,129,8,PT6M51S,7,positive,1.0,7.0
Go-go dance,Novelty and fad dances,Novelty and fad dances Go-go dance tutorial,PqwgCpwLZBs,https://www.youtube.com/watch?v=PqwgCpwLZBs,Disco 29 Simple Moves - You Should Be Dancing,29 Super Simple Disco Moves to try. All put together in a 4 minute Dance to a great version of The Bee Gees You Should Be ...,Pete Gaston - Dance Music Movies Art,2021-01-24T05:15:07Z,738001,11918,653,PT12M40S,10,positive,1.0,10.0
Haka,Ceremonial dance,Ceremonial dance Haka tutorial,azjPm9wxIKo,https://www.youtube.com/watch?v=azjPm9wxIKo,Welcome to New Zealand | TIP 005: HAKA,Subscribe here: http://bit.ly/SubtoHowtoDAD As *official ambassador of New Zealand it's my job to help you on your journey ...,How to DAD,2019-10-13T23:30:27Z,601750,24753,922,PT4M34S,10,positive,0.8,10.0
Hand Jive,Swing dance,Swing dance Hand Jive tutorial,Lsz-iGL89so,https://www.youtube.com/watch?v=Lsz-iGL89so,How To Do &#39;THE HAND JIVE&#39; | andreakswilson (HOW TO),Make sure you subscribe to my channel as I put out a new dance tutorial every Wednesday. If you have a request of a video you ...,Andrea Wilson,2016-03-31T14:20:37Z,211514,1486,0,PT5M13S,0,,0.0,
Hand dancing,Swing dance,Swing dance Hand dancing tutorial,LpkgJ9SWzj0,https://www.youtube.com/watch?v=LpkgJ9SWzj0,Salsa 💃🏻 Learn How To Move Your Arms and Hips Correctly,In this video you're going to learn exactly how to move your arms and hips while dancing Salsa Step into the vibrant world of ...,Baila Productions Salsa Dance School,2022-07-27T15:41:26Z,137074,3336,90,PT10M7S,10,positive,0.7,10.0
Harlem shake,Street dance / Electronic dance,Street dance / Electronic dance Harlem shake tutorial,UW3Y1nYtg4I,https://www.youtube.com/watch?v=UW3Y1nYtg4I,HARLEM SHAKE | Hip Hop Dance Workout,"Knowledge: The dance was created by Harlem resident Al B. (Albert Boyce) in 1981; the dance was initially called ""The Albee"".",Planet Calypso ,2024-05-14T22:00:18Z,1213,68,4,PT10M21S,3,positive,1.0,3.0
Hip-hop dance,Street dance / Electronic dance,Street dance / Electronic dance Hip-hop dance tutorial,wucZxx-XaVA,https://www.youtube.com/watch?v=wucZxx-XaVA,15-Minute GROOVE Dance Follow-Along | Tristan Edpao | STEEZY.CO,Get up and dance with us in this 15-Minute GROOVE Dance Follow-Along led by Tristan Edpao. If you want to take more of these ...,STEEZY,2021-10-08T13:00:34Z,1559447,45876,444,PT15M45S,10,positive,1.0,10.0
House dance,Street dance,Street dance House dance tutorial,ELpdOqsl0Xw,https://www.youtube.com/watch?v=ELpdOqsl0Xw,House Dance Tutorial | 30 Basic Moves And Steps For Beginners: Part 1,This video is the perfect dance practice method for beginners.House dance doesn't improve just by practicing steps alone.,BANRI Jackin,2024-05-19T15:00:16Z,96842,3395,71,PT13M36S,10,positive,0.9,10.0
Hustle,Disco Soul dance,Disco Soul dance Hustle tutorial,BzrA38NiyoA,https://www.youtube.com/watch?v=BzrA38NiyoA,Dance Party Friday - The Hustle,Dance Party Friday - The Hustle.,Ozarks First,2021-02-19T15:29:08Z,494266,5179,229,PT5M46S,10,positive,0.6,10.0
Ice Dance,Other,Other Ice Dance tutorial,Z7OhIFybkN4,https://www.youtube.com/watch?v=Z7OhIFybkN4,What is Ice Dancing?  Rhythm Dance Explained!,Hello Skaters! Welcome Back! Today is the start of Ice Dancing at the 2022 Olympics and I am so excited to watch! Ice Dancing is ...,Coach Julia,2022-02-12T14:00:10Z,18642,518,53,PT8M52S,10,positive,0.7,10.0
International Latin,Latin dance,Latin dance International Latin tutorial,sPE6J9foA3M,https://www.youtube.com/watch?v=sPE6J9foA3M,Men&#39;s Arm Styling in Latin American Dancing | Follow Along International Rumba Drills,"Hey guys, In this video Andriy is teaching men's arm styling in Latin American dancing. Although arm styling is very unique and ...",375 Dance Studio,2020-09-23T00:57:30Z,49003,1064,30,PT8M55S,10,positive,0.9,10.0
Interpretive dance,Free and improvised dance,Free and improvised dance Interpretive dance tutorial,GK7q-LBC36g,https://www.youtube.com/watch?v=GK7q-LBC36g,"100 Contemporary Dance Moves | Lyrical, Contemporary and Modern Dance","Contemporary dance is an ""expressive form of the body based on free movements."" It incorporates ballet, jazz and modern dance.",Dibodance,2024-08-05T19:00:12Z,212155,7257,52,PT4M2S,10,positive,0.8,20.0
Jazz dance,American,American Jazz dance tutorial,B-8kxNao4aw,https://www.youtube.com/watch?v=B-8kxNao4aw,Solo Jazz warm-up dance to Honeysuckle Rose,Follow me and let's move together for a bit. This is a warm-up dance you can do before your practice or just groove together to ...,Solo Jazz Power,2022-02-03T12:09:01Z,89488,3341,60,PT4M9S,10,positive,1.0,10.0
Jitterbug,Novelty and fad dances,Novelty and fad dances Jitterbug tutorial,TZdvihA7Y1A,https://www.youtube.com/watch?v=TZdvihA7Y1A,DANCE CRAZES OF THE &#39;60S (Compiled by Toni Basil),FOR RESEARCH PURPOSES ONLY! I do not own any rights to the music or footage in this video. The Twist 0:16 Chubby ...,ToniBasilsHouse,2018-08-14T07:17:40Z,4498384,41144,2235,PT8M40S,10,positive,0.6,20.0
Jive,Latin dance,Latin dance Jive tutorial,KGYQK-8WUPI,https://www.youtube.com/watch?v=KGYQK-8WUPI,BEST Jive Lesson EVER - 5 STEPS to get it down | Dance Insanity,"Learn how to dance a crazy good Jive Basic with these 5 easy steps by Tytus & LiWen. Wondering about the footwork, timing, ...",Dance Insanity,2020-07-02T13:00:18Z,309818,3755,109,PT11M49S,10,positive,0.9,10.0
Jumpstyle,Street dance,Street dance Jumpstyle tutorial,1X8v6rbe27s,https://www.youtube.com/watch?v=1X8v6rbe27s,Jumpstyle Tutorial (English),This tutorial video is specifically designed to teach jumpstyle to beginners who have little or no experience. Advanced jumpers will ...,GoldInferno,2007-08-24T19:22:43Z,4882897,42451,3609,PT7M47S,10,positive,0.6,10.0
Kagura,Ceremonial dance,Ceremonial dance Kagura tutorial,iGDmuaeBAVY,https://www.youtube.com/watch?v=iGDmuaeBAVY,【巫女舞】2022 Shinto shrine Miko kagura dance Japan,"It is a divine image of a golden light projected by chance, shining above the shrine maiden's head. Today, there are many ...",巫女が案内Japanese shinto,2022-07-28T07:01:42Z,36775,916,49,PT12M56S,10,positive,0.8,10.0
Kawleeya,Belly dance,Belly dance Kawleeya tutorial,yiXHUuOz5PY,https://www.youtube.com/watch?v=yiXHUuOz5PY,"💃TODO sobre el GÉNERO KAWLEEYA o DANZA IRAQUÍ ⚔ MÚSICA, VESTUARIO y MUCHO MÁS!!",Y por supuesto te dejo mis redes sociales para que me sigas y estemos más al contacto: -Pinterest de Kayra Mahirimah: ...,Esencia Oriental,2015-11-28T15:09:43Z,25586,1135,119,PT7M29S,10,positive,1.0,10.0
Khaleeji,Belly dance,Belly dance Khaleeji tutorial,aQeeDzm3Q_s,https://www.youtube.com/watch?v=aQeeDzm3Q_s,Khaliji Tutorial - 6 Basic Steps,"Take it easy, as for many ladies find hard to learn this style, but on this tutorial you will start from step by step, please training until ...",Belly Art Dubai,2019-08-01T05:38:12Z,42776,867,23,PT5M26S,10,positive,0.6,10.0
Krumping,Street dance,Street dance Krumping tutorial,L1AawHCaeyQ,https://www.youtube.com/watch?v=L1AawHCaeyQ,How to create ideas? | KRUMP DANCE TUTORIAL,Use this link to see the latest information about my online trainings! I'll be glad to help you start with krump or take your skills to the ...,SERGII KRUMP ,2025-03-25T18:07:03Z,4436,335,18,PT16M32S,10,positive,1.0,10.0
Lambada,Latin dance,Latin dance Lambada tutorial,8nhqnxirY9o,https://www.youtube.com/watch?v=8nhqnxirY9o,Lambada dance tutorial,Lambada dance tutorial How to dance lambada (     VÁ NAS CONFIGURAÇÕES DO VÍDEO PARA ASSISTIR COM LEGENDAS ...,That Brazilian Couple,2020-11-15T22:00:00Z,264424,8944,391,PT5M54S,10,positive,1.0,10.0
Lindy Hop,Swing dance,Swing dance Lindy Hop tutorial,_OL81O0ZkB0,https://www.youtube.com/watch?v=_OL81O0ZkB0,SWING DANCE CLASS - Lindy Hop 1,"Hey there! This is our First Lindy Hop class, basic steps! How to start dancing Lindy Hop and swing music! A short class dedicated ...",Dimitri & Alexsia,2021-07-02T10:30:12Z,90453,1383,12,PT9M16S,10,positive,1.0,20.0
Line dance,Social dance,Social dance Line dance tutorial,bXTVQi2xzx4,https://www.youtube.com/watch?v=bXTVQi2xzx4,Yolanda Line Dance - Tutorial - Step and Repeat / Yolanda - Pastor Lopez &amp; Su Combo,Simple line dance for fun occasions to dance with family and friends! Enjoy! Song : Yolanda Artist: Pastor Lopez & Su Combo.,Social Line Dancing,2023-06-26T15:47:04Z,69075,583,37,PT4M35S,10,positive,1.0,10.0
Litefeet,Street dance,Street dance Litefeet tutorial,-IdY7BQTCWs,https://www.youtube.com/watch?v=-IdY7BQTCWs,50 CLASSIC LITE FEET MOVES w/ E SOLO,IG/Twitter: @ArtefaktLife www.ArtefaktLife.com.,Artefakt TV,2019-03-14T15:51:40Z,198815,8247,120,PT6M3S,10,positive,0.6,10.0
Liturgical dance,Other,Other Liturgical dance tutorial,r-cmU09MnYM,https://www.youtube.com/watch?v=r-cmU09MnYM,Liturgical Dance 101 : Basic Dance Moves,God bless you !! I am honored that you have chosen to watch this video. I'm this video I go over some basic steps that you can use ...,Dancing By Faith,2020-07-17T18:59:09Z,152736,5763,311,PT8M42S,10,positive,1.0,10.0
